Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Sponsor,Coordination,Web links,Downlink Tone,Op Status,Features,Links,Notes,Nets,IRLP,Commands,DMR Enabled,Color Code,Wide Network,EchoLink,D-STAR Enabled,Node,Sources,AllStar,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,P25 Digital Enabled,NAC,Default Reflector,Devilshead Local,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,Local Network,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Worldwide English,Colorado,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL,Local
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,90.8,SSW,yes,08,16606,37.4739,-108.505,145.19,144.59,100,Montezuma,,,,2018-01-15,,CCARC,http://www.sjcham.com,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,90.8,SSW,yes,08,16623,37.4739,-108.505,447.275,442.275,100,Montezuma,,,,2017-12-07,,,http://www.sjcham.com,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,91.7,S,yes,08,113,37.4153,-108.012,146.67,146.07,100,La Plata,,Wide area.,,2017-11-30,Durango ARC,CCARC,DARC Repeaters,,On-Air,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,94.5,ESE,yes,08,16739,38.5063,-106.345,145.325,144.725,100,Chaffee,,wide area,,2018-01-14,Chaffee Lake Amateur Repeater Association,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,95.2,S,yes,08,116,37.3828,-107.778,146.7,146.1,100,La Plata,,Local.,,2018-01-16,Durango ARC,CCARC,http://durangoarc.org/,100,On-Air,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,95.6,S,yes,08,15896,37.36,-108.15,442.375,447.375,100,Montezuma,,,,2017-11-30,San Juan Connection,,,,On-Air,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,96.3,S,yes,08,16782,37.3669,-107.785,445.1375,440.1375,,La Plata,,,Rocky Mountain Ham Radio,2018-09-27,K2AD,CCARC,http://www.rmham.org/,,On-Air,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,97.3,S,yes,08,15895,37.345,-108.289,446.7375,441.7375,,Montezuma,,,,2018-09-27,RMHAM,CCARC,http://www.rmham.org,,On-Air,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,yes,6,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,97.6,S,yes,08,114,37.35,-107.767,147.345,147.945,88.5,La Plata,,Durango and north towards Molas Divide.,,2016-06-20,Colorado Connection,CCARC,,123,On-Air,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,98,SW,yes,49,49,37.8392,-109.462,223.94,222.34,,San Juan,Unknown,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,Grand Mesa Rptr Assoc,UVHFS,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,98,SW,yes,49,124,37.8392,-109.462,447.1,442.1,107.2,San Juan,,Wide area.,,2017-04-07,Grand Mesa Repeater Association (GMRA),UVHFS,http://gmra.org,107.2,On-Air,E-power.,Full-time to the  GMRA Open System .,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,98,SW,yes,49,50,37.8392,-109.462,447.4,442.4,,San Juan,Unknown,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Cactus-Intertie,,,UVHFS,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,98,SW,yes,49,60,37.8392,-109.462,146.61,146.01,88.5,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,2017-04-07,Sinbad Desert ARC,UVHFS,http://www.sdarc.us/repeaters/abajo.html,,On-Air,Remote base.,,11.36,,3270,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,98.3,S,yes,08,8168,37.326,-108.248,145.325,144.725,100,Montezuma,,Wide area.,,2018-01-15,,CCARC,http://www.sjcham.com,,On-Air,E-power.,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,99.7,S,yes,08,8169,37.3,-108.028,145.37,144.77,100,La Plata,,,,2018-01-15,,CCARC,http://www.sjcham.com,100,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,100.3,SSW,yes,08,61,37.3489,-108.585,146.79,146.19,127.3,Montezuma,,,,2015-04-30,KD5LWU,CCARC,,127.3,On-Air,,,,4,,,,,,24336,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,100.3,SSW,yes,08,62,37.3489,-108.585,449.175,444.175,127.3,Montezuma,,,,2014-06-30,KD5LWU,CCARC,,,Off-Air,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,100.8,ESE,yes,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,,,,2018-03-12,CLARA,CCARC,,,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,100.9,NNW,yes,08,17249,40.0875,-108.805,445.2625,440.2625,,Rio Blanco,,,,2018-10-25,RMHAM,,https://www.rmham.org,,On-Air,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,101.6,E,yes,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,,,,2016-06-30,,CCARC,,156.7,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,101.9,S,yes,08,11546,37.2753,-107.88,449.85,444.85,100,La Plata,,,,2018-09-26,DARC,CCARC,,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,101.9,S,yes,08,115,37.2753,-107.879,448.625,443.625,131.8,La Plata,,Wide area.,,2018-09-26,KC5EVE,CCARC,,131.8,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,102.6,S,yes,08,11545,37.2622,-107.906,147.135,147.735,100,La Plata,,,,2018-01-15,,CCARC,http://www.sjcham.com,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,106.5,NE,yes,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,,,Rocky Mountain Ham Radio,2018-02-01,K2AD,CCARC,http://www.rmham.org/,,On-Air,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,106.9,NE,yes,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,2017-01-06,Colorado Connection,CCARC,,123,On-Air,9,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,107.6,E,yes,08,16783,39.2653,-106.182,445.05,440.05,,Lake,,,Rocky Mountain Ham Radio,2018-07-07,K2AD,CCARC,http://www.rmham.org/,,On-Air,,,,,,,yes,7,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,107.7,E,yes,08,172,39.2814,-106.186,145.445,144.845,88.5,Lake,,,,2013-06-14,Colorado Connection,CCARC,,,On-Air,E-power (solar).,Full-time to the  Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,109.5,E,yes,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,,,,2012-11-10,ECHO,CCARC,,,On-Air,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,109.9,NE,yes,08,242,39.6403,-106.374,224.8,223.2,,Eagle,,,,2018-06-02,ECHO,CCARC,,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,109.9,NE,yes,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,,,,,ECHO,CCARC,,107.2,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,111.3,E,yes,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",2018-09-15,KC0UFO,CCARC,,103.5,On-Air,Emergency automatic generator.,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,112.5,ESE,yes,08,205,38.4528,-106.018,449.65,444.65,107.2,Chaffee,,Wide area.,,2018-01-15,,CCARC,CMRG Repeaters,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,112.5,ESE,yes,08,3811,38.4528,-106.018,449.925,444.925,103.5,Chaffee,,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,2013-07-05,,CCARC,,103.5,On-Air,E-power (Bat),,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,112.6,ESE,yes,08,9844,38.5347,-105.999,446.975,441.975,,Chaffee,,,Crestone Amateur Radio Emergency Services,2013-07-06,Crestone Amateur Radio Emergency Services,CCARC,KD0QPG,,On-Air,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,112.6,ESE,yes,08,12697,38.5347,-105.999,446.8125,441.8125,,Chaffee,,,,2015-01-13,RMHAM,,,,On-Air,,,,,,,yes,0,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,112.8,ESE,yes,08,204,38.4596,-106.011,147.285,147.885,88.5,Chaffee,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,2016-05-23,Colorado Connection,CCARC,,123,On-Air,11,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,112.8,ESE,yes,08,203,38.4596,-106.011,145.295,144.695,107.2,Chaffee,,Wide area.,,2015-01-30,Cheyenne Mtn Repeater Group,CCARC,CMRG Repeaters,,On-Air,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,113,ESE,yes,08,13510,38.4463,-106.011,449.975,444.975,100,Chaffee,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2017-03-11,,CCARC,K0JSC.COM,100,On-Air,2,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",7301,,,,,363976,,,,28368,DM68xk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,114.9,SSE,yes,08,8177,37.115,-107.633,147.15,147.75,100,La Plata,,Bayfield,,2018-01-16,,CCARC,http://www.sjcham.com,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,115.4,ESE,yes,08,9840,38.8833,-105.933,448.575,443.575,103.5,Park,,Western Park County,,2017-11-22,,CCARC,,103.5,Off-Air,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,117.4,NW,yes,49,13408,40.1069,-109.378,449.9,444.9,136.5,Uintah,Unknown,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,2015-07-04,Borderline Amateur Radio Club,,,,,,,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,119.3,SSE,yes,08,188,37.193,-107.1,146.61,146.01,123,Archuleta,,,,2018-01-15,,CCARC,http://durangoarc.org/,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,120.1,ESE,yes,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,,,RMHAM,2017-03-11,K7PFJ,,,,On-Air,,,,,,,yes,0,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,120.3,E,yes,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,,,,2013-01-07,GRARC,CCARC,,,On-Air,E-power.,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,122.5,E,yes,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,,,Rocky Mountain Ham Radio,2018-02-01,K2AD,,http://www.rmham.org/,,On-Air,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,122.6,E,yes,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,,Wide area.,,2015-01-30,Colorado Connection,CCARC,Breckenridge Repeater,123,On-Air,12,Full-time to the  Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,124.4,S,yes,35,16667,36.95,-107.85,147.06,147.66,100,San Juan,,,,2018-01-07,,NMFCC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,125.4,NNW,yes,49,281,40.355,-109.148,146.92,146.32,136.5,Duchesne,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,2017-06-29,,UVHFS,,,Off-Air,E-power.,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,125.4,NNW,yes,49,182,40.3564,-109.146,449.7,444.7,136.5,Uintah,Unknown,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,W7BYU,UVHFS,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,125.5,NNW,yes,49,163,40.3572,-109.147,147.1,147.7,136.5,Uintah,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,2017-06-29,""">Borderline ARC",UVHFS,,,On-Air,"Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,3577,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,125.6,NNE,yes,08,15577,40.5152,-107.546,146.97,146.37,88.5,Moffat,,,Colorado Connection,2017-01-06,Northwest Colorado Amateur Radio Association,CCARC,,123,On-Air,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,125.6,NNE,yes,08,3740,40.5152,-107.546,145.265,144.665,107.2,Moffat,Unknown,,,2012-11-12,NW Colorado ARC,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,126.3,SE,yes,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,,,,2017-12-13,,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,126.4,SE,yes,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,,Low level local coverage,,2016-12-25,,,,77,On-Air,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,127.8,NE,yes,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,2016-05-23,Colorado Connection,CCARC,,123,On-Air,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,132.7,S,yes,35,15629,36.8222,-107.993,146.88,146.28,100,San Juan,,,,2018-01-15,,NMFCC,http://www.sjcham.com,,On-Air,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,132.7,S,yes,35,44,36.8222,-107.992,447.45,442.45,107.2,San Juan,,,,2017-07-19,KB5ITS,NMFCC,,,On-Air,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
